1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.8714894,3.916914,7.297527,340.03998,-32.52,-6.19,0.033004176,0.20867157,0.2949083,15.75,8.1875,-44.375,-1.1015999,5.2177997,8.2298,0.2762,-1.6625999,-0.1617,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.8714894,3.916914,7.297527,340.03998,-32.52,-6.19,0.033004176,0.20867157,0.2949083,15.75,8.1875,-44.375,-1.1015999,5.2177997,8.2298,0.2762,-1.6625999,-0.1617,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.8714894,3.916914,7.297527,340.03998,-32.52,-6.19,0.033004176,0.20867157,0.2949083,15.75,8.1875,-44.375,-1.1015999,5.2177997,8.2298,0.2762,-1.6625999,-0.1617,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.8714894,3.916914,7.297527,340.03998,-32.52,-6.19,0.033004176,0.20867157,0.2949083,15.75,8.1875,-44.375,-1.1015999,5.2177997,8.2298,0.2762,-1.6625999,-0.1617,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.283292,4.4915223,6.0525417,338.3,-32.559998,-6.92,0.17779669,0.0021293017,0.37156314,15.125,6.5625,-44.4375,-1.1868,5.2079,8.2242,-0.37489998,-1.3586,-1.4114,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.283292,4.4915223,6.0525417,338.03998,-33.14,-6.91,0.17779669,0.0021293017,0.37156314,15.125,6.25,-44.4375,-1.1819999,5.2405,8.2042,-0.3698,-1.0673,-1.8916999,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.283292,4.4915223,6.0525417,338.03998,-33.14,-6.91,0.17779669,0.0021293017,0.37156314,15.125,6.25,-44.4375,-1.1819999,5.2405,8.2042,-0.3698,-1.0673,-1.8916999,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.043872,5.0278234,6.2249246,337.97998,-33.21,-6.5099998,0.053232543,-0.21825342,0.25764552,15.375,6.25,-44.4375,-1.1798999,5.3229,8.151299,-0.0581,-0.6094,-2.0551,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.93852705,4.9703627,6.981492,338.07,-33.079998,-6.21,-0.16502088,-0.29064968,0.11391764,15.375,5.9375,-44.125,-1.1128,5.3366,8.1518,0.1598,-0.1915,-1.6927999,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.3982137,4.606444,7.5848308,338.11,-32.75,-6.06,-0.27787387,-0.11711159,0.05110324,15.375,6.375,-44.25,-1.0617,5.3210998,8.1687,0.021,-0.41149998,-0.8857,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.8100165,4.5298295,7.824251,338.13,-32.37,-6.41,-0.26616272,0.020228365,0.1298874,15.6875,6.4375,-43.8125,-1.0364,5.2766,8.2008,-0.4649,-0.67149997,-0.44669998,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.8100165,4.5298295,7.824251,338.13,-32.37,-6.41,-0.26616272,0.020228365,0.1298874,15.6875,6.4375,-43.8125,-1.0364,5.2766,8.2008,-0.4649,-0.67149997,-0.44669998,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.7717092,4.8937483,7.881712,338.13,-32.37,-6.41,-0.16395622,0.070266955,0.22464132,15.6875,6.4375,-43.8125,-1.0952,5.2177,8.2307,-0.76949996,-0.5642,-0.30969998,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed
-1.4652514,5.583278,7.7189064,337.86,-32.21,-6.3399997,-0.06174975,0.09155997,0.2512576,15.6875,6.6875,-43.9375,-1.0952,5.2177,8.2307,-0.76949996,-0.5642,-0.30969998,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.4652514,5.583278,7.7189064,337.65,-32.48,-6.47,-0.06174975,0.09155997,0.2512576,15.5625,7.0,-44.125,-1.0833,5.1958,8.2462,-0.56549996,-0.0717,-0.30539998,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.4652514,5.583278,7.7189064,337.65,-32.48,-6.47,-0.06174975,0.09155997,0.2512576,15.5625,7.0,-44.125,-1.0833,5.1958,8.2462,-0.56549996,-0.0717,-0.30539998,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.3599066,6.081272,7.6614456,337.49,-32.44,-6.35,-0.05003859,0.0021293017,0.18524924,15.8125,7.1875,-43.9375,-1.1056,5.2334,8.219399,-0.3376,0.5578,-0.475,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-1.1779473,6.1866174,7.632715,337.46,-32.7,-6.24,-0.15330972,-0.07665486,0.11711159,15.6875,7.1875,-44.125,-1.0849999,5.2289,8.224999,-0.2403,0.92499995,-0.4903,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.80445176,6.5026517,7.9966335,337.53998,-32.329998,-6.12,-0.31300735,-0.084107414,0.027680922,15.5625,7.125,-44.5625,-1.067,5.2665,8.2032995,-0.022699999,1.0056,-0.4199,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.80445176,6.5026517,7.9966335,337.53998,-32.329998,-6.12,-0.31300735,-0.084107414,0.027680922,15.5625,7.125,-44.5625,-1.067,5.2665,8.2032995,-0.022699999,1.0056,-0.4199,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.51714754,6.196194,8.446744,337.53998,-32.329998,-6.12,-0.44928265,-0.11711159,-0.09688323,15.5625,7.125,-44.5625,-1.067,5.2665,8.2032995,-0.022699999,1.0056,-0.4199,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.48841715,5.861006,9.279925,337.88,-31.42,-5.77,-0.48654544,-0.201219,-0.1820553,15.875,7.3125,-44.125,-0.9981,5.1703997,8.2727995,0.47779998,0.9633,0.384,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.48841715,5.861006,9.279925,337.88,-31.42,-5.77,-0.48654544,-0.201219,-0.1820553,15.875,7.3125,-44.125,-0.9981,5.1703997,8.2727995,0.47779998,0.9633,0.384,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.2681506,5.2002063,10.419566,338.16,-30.699999,-5.24,-0.15756832,-0.3119427,-0.11391764,15.6875,7.625,-43.9375,-0.98609996,5.0868998,8.3259,0.5247,0.76159996,1.3318,34.125179,108.834471,9757.0,1.0,VIBRATE_MODE,Depressed

-0.2681506,5.2002063,10.419566,338.36,-30.51,-5.0299997,-0.15756832,-0.3119427,-0.11391764,15.5625,7.875,-43.8125,-0.89589995,4.9866,8.3965,0.5336,0.3804,2.0170999,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

-0.009576807,5.631162,9.921572,338.35,-30.51,-4.38,0.017034413,-0.268292,0.017034413,15.5,8.5,-43.625,-0.8613,4.9603,8.4156,0.60719997,0.3083,1.9883,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

0.12449849,6.397307,9.481039,338.35,-30.51,-4.38,0.046844635,-0.2949083,0.015969763,15.5,8.5,-43.625,-0.8613,4.9603,8.4156,0.60719997,0.3083,1.9883,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

0.50757074,6.4739213,8.762778,338.4,-30.57,-4.12,-0.027680922,-0.27148595,-0.08197811,15.375,8.75,-43.8125,-0.7495,4.9642,8.424,0.7908,0.91239995,1.4406999,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

0.50757074,6.4739213,8.762778,338.47,-30.849998,-3.4099998,-0.027680922,-0.27148595,-0.08197811,14.5,8.875,-43.5,-0.7051,4.9747,8.421599,0.8645,1.6080999,0.98209995,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

0.41180268,6.0621185,8.820239,338.85,-30.5,-3.35,-0.29064968,-0.25019294,-0.29597294,14.125,9.0,-43.6875,-0.5836,5.0211997,8.403299,1.1463,1.4346,0.34309998,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

0.35434186,5.094861,10.151415,339.36,-29.519999,-2.8,-0.5110324,-0.39711475,-0.48867473,14.0,9.3125,-43.6875,-0.5746,4.97,8.434299,0.8628,0.9263,0.7734,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

0.35434186,5.094861,10.151415,339.36,-29.519999,-2.8,-0.5110324,-0.39711475,-0.48867473,14.0,9.3125,-43.6875,-0.5746,4.97,8.434299,0.8628,0.9263,0.7734,34.125179,108.834471,9441.0,1.0,VIBRATE_MODE,Depressed

